Signal to Noise Ratio, Received Signal Strength Indication, Sample Number, Internal Temperature, Barometric Pressure, External Temperature, Humidity, Time, GPS Fix (No of Satellites), Longitude, Latitude, Altitude, Heading, Pitch, Roll, Agricultural Viability, Pressure (Atms), Altitude from Pressure Sensor, Dew Point, Ground Barometric Pressure, Ground Temperature
13,-90,1,19.70,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,216,3,254,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.82,20.32,0.0000000000,0.0000000000,0.0000000000
13,-91,3,19.72,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,90,3,255,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.86,20.33,0.0000000000,0.0000000000,0.0000000000
13,-90,6,19.71,1017.80,124.98,99.99,0,0,0,0,0.00,0.00,0,88,2,254,-8.8764486313,1.0044903755,-52.2166213989,124.9768371582,1017.89,20.43,0.0000000000,0.0000000000,0.0000000000
13,-91,8,19.70,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,80,2,254,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.84,20.43,0.0000000000,0.0000000000,0.0000000000
15,-26,10,19.70,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,89,3,254,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.85,20.52,0.0000000000,0.0000000000,0.0000000000
14,-91,12,19.71,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,75,3,255,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.82,20.52,0.0000000000,0.0000000000,0.0000000000
13,-91,14,19.72,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,82,3,254,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.84,20.53,0.0000000000,0.0000000000,0.0000000000
13,-94,16,19.73,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,75,3,255,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.87,20.64,0.0000000000,0.0000000000,0.0000000000
14,-91,18,19.74,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,78,2,254,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.85,20.64,0.0000000000,0.0000000000,0.0000000000
13,-90,20,19.76,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,83,3,255,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.89,20.65,0.0000000000,0.0000000000,0.0000000000
13,-91,22,19.78,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,88,3,255,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.88,20.74,0.0000000000,0.0000000000,0.0000000000
15,-88,24,19.80,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,83,2,254,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.80,20.72,0.0000000000,0.0000000000,0.0000000000
14,-90,26,19.83,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,81,3,254,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.89,20.73,0.0000000000,0.0000000000,0.0000000000
13,-90,28,19.87,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,91,3,253,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.88,20.82,0.0000000000,0.0000000000,0.0000000000
14,-90,30,19.91,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,79,3,0,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.83,20.81,0.0000000000,0.0000000000,0.0000000000
14,-91,32,20.02,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,84,2,254,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.85,20.82,0.0000000000,0.0000000000,0.0000000000
14,-90,34,20.07,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,81,2,254,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.87,20.90,0.0000000000,0.0000000000,0.0000000000
13,-90,36,20.10,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,76,3,254,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.86,20.87,0.0000000000,0.0000000000,0.0000000000
14,-92,38,20.16,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,79,3,255,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.81,20.87,0.0000000000,0.0000000000,0.0000000000
13,-91,40,20.21,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,81,3,255,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.84,20.95,0.0000000000,0.0000000000,0.0000000000
14,-91,42,20.26,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,80,3,255,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.86,20.92,0.0000000000,0.0000000000,0.0000000000
14,-90,44,20.31,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,93,2,254,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.85,20.91,0.0000000000,0.0000000000,0.0000000000
13,-91,46,20.35,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,94,2,255,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.87,21.00,0.0000000000,0.0000000000,0.0000000000
14,-89,48,20.41,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,88,2,255,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.85,20.97,0.0000000000,0.0000000000,0.0000000000
13,-90,50,20.44,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,84,2,255,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.85,20.98,0.0000000000,0.0000000000,0.0000000000
14,-91,52,20.51,1017.80,124.98,99.99,0,0,0,0,0.00,0.00,0,79,2,255,-8.8764486313,1.0044903755,-52.2166213989,124.9768371582,1017.86,21.08,0.0000000000,0.0000000000,0.0000000000
14,-89,54,20.57,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,100,2,255,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.87,21.07,0.0000000000,0.0000000000,0.0000000000
14,-88,56,20.62,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,4,2,255,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.82,21.07,0.0000000000,0.0000000000,0.0000000000
14,-90,58,20.68,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,88,2,254,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.86,21.16,0.0000000000,0.0000000000,0.0000000000
14,-91,60,20.72,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,90,2,254,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.86,21.13,0.0000000000,0.0000000000,0.0000000000
14,-91,62,20.76,1017.80,124.98,99.99,0,0,0,0,0.00,0.00,0,86,2,255,-8.8764486313,1.0044903755,-52.2166213989,124.9768371582,1017.88,21.15,0.0000000000,0.0000000000,0.0000000000
13,-90,64,20.82,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,92,2,255,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.83,21.25,0.0000000000,0.0000000000,0.0000000000
13,-90,66,20.87,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,87,2,254,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.85,21.23,0.0000000000,0.0000000000,0.0000000000
14,-90,68,20.90,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,82,3,254,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.87,21.24,0.0000000000,0.0000000000,0.0000000000
14,-91,70,20.90,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,84,4,253,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.88,21.34,0.0000000000,0.0000000000,0.0000000000
14,-91,72,20.99,1017.80,24.84,7.69,0,0,0,0,0.00,0.00,0,159,1,0,0.1471735686,1.0044903755,-39.0778388977,-12.1694402695,1017.89,21.34,0.0000000000,0.0000000000,0.0000000000
14,-90,74,21.07,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,159,3,0,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.92,21.36,0.0000000000,0.0000000000,0.0000000000
13,-91,76,21.17,1017.80,25.50,35.39,0,0,0,0,0.00,0.00,0,167,2,255,0.5811945796,1.0044903755,-39.1644325256,9.0959730148,1017.87,21.45,0.0000000000,0.0000000000,0.0000000000
13,-91,78,21.25,1017.70,25.65,35.24,0,0,0,0,0.00,0.00,0,164,3,0,0.5795145035,1.0043916702,-38.3243370056,9.1651973724,1017.85,21.43,0.0000000000,0.0000000000,0.0000000000
13,-90,80,21.33,1017.80,25.73,31.72,0,0,0,0,0.00,0.00,0,162,2,255,0.5328877568,1.0044903755,-39.1946105957,7.6830253601,1017.87,21.43,0.0000000000,0.0000000000,0.0000000000
13,-92,82,21.43,1017.80,25.83,35.39,0,0,0,0,0.00,0.00,0,161,2,255,0.5817226171,1.0044903755,-39.2077293396,9.3869333267,1017.88,21.53,0.0000000000,0.0000000000,0.0000000000
14,-90,1,21.71,1017.80,124.98,99.99,0,0,0,0,0.00,0.00,0,154,2,255,-8.8764486313,1.0044903755,-52.2166213989,124.9768371582,1017.87,21.70,0.0000000000,0.0000000000,0.0000000000
14,-89,3,21.77,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,157,2,255,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.88,21.79,0.0000000000,0.0000000000,0.0000000000
13,-90,5,21.76,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,157,2,255,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.86,21.77,0.0000000000,0.0000000000,0.0000000000
14,-91,7,21.77,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,154,2,255,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.88,21.77,0.0000000000,0.0000000000,0.0000000000
13,-90,9,21.80,1017.80,124.98,99.99,0,0,0,0,0.00,0.00,0,154,2,255,-8.8764486313,1.0044903755,-52.2166213989,124.9768371582,1017.88,21.87,0.0000000000,0.0000000000,0.0000000000
13,-90,11,21.82,1017.70,124.98,99.99,0,0,0,0,0.00,0.00,0,160,2,255,-8.8764562607,1.0043916702,-51.0708847046,124.9768371582,1017.91,21.85,0.0000000000,0.0000000000,0.0000000000
